产品定价,新品定价,产品批发价,新品批发价,产品销售价,新品销售价,广告系数,企业利润,平台利润,消费者总效益,耗时
1.128819368,1.438586907,1.027177861,1.090863316,1.173982452,1.479416429,0.501813547,10615.74,2066.4,36762.03,20.74秒
1.018744515,1.269021868,0.912645652,1.069578177,1.217574737,1.536704901,0.671335191,6851.93,2566.09,47665.85,20.89秒
1.168814774,1.307151472,1.011757934,1.169106522,1.291942859,1.570206702,0.179801588,8553.24,2319.02,31144.87,20.82秒
1.180820096,1.218103658,0.981823,1.029282477,1.075781474,1.28048049,0.829648159,5877.85,1947.94,55718.8,21.3秒
1.126830546,1.390982102,0.985337217,1.260455234,1.196359207,1.497045713,0.260588122,10199.27,1845.56,31378.96,20.8秒
1.068160061,1.395416482,1.000464237,1.070741336,1.047243462,1.189213964,0.537983986,4446.26,3980,45841.24,21.06秒
1.131611295,1.297720583,0.914485054,1.13836889,1.056314805,1.503759595,0.472830483,7118.44,3037.2,40319.48,20.8秒
1.004058747,1.215313892,0.941659235,1.077039914,1.32471205,1.54422244,0.879316906,5474.09,2611.86,56952.72,20.99秒
1.116412443,1.329067193,0.926551137,1.074508791,1.291074501,1.14034351,0.059236201,4424.73,2516.15,31189.33,21.01秒
1.028332771,1.225329289,0.901153558,1.019604426,1.2832108,1.469495723,0.443588042,6052.36,2452.2,42230.87,20.79秒
1.081211394,1.370500768,0.974186971,1.115571815,1.336884306,1.207375296,0.474337086,5695.59,3080.65,43022.66,20.76秒
1.187253455,1.394113997,0.999113532,1.23356158,1.33971819,1.55207284,0.717786733,10148.85,2001.91,44073.49,20.16秒
1.128779275,1.431410704,1.032993249,1.194855069,1.176591081,1.550527912,0.220828231,10637.58,2065.55,29755.55,20.28秒
1.005205138,1.340081338,0.952456524,1.245092397,1.195624858,1.468612342,0.046298586,7241.59,1898.3,27978.35,20.71秒
1.066355786,1.421324251,0.949972173,1.198984491,1.230142243,1.50781015,0.797972707,9960.53,2013.44,45638.15,20.54秒
1.114526663,1.243775418,1.025613853,1.022566456,1.149415553,1.295700251,0.214199167,6900.78,1897.65,33732.92,20.77秒
1.014070843,1.31552821,0.957294879,1.030478801,1.238238541,1.536435968,0.8140439,7416.59,2585.58,49992.54,20.75秒
1.066853727,1.203786211,0.989827986,1.024463642,1.10155158,1.375933757,0.086146105,5791.96,2113.1,31003.78,21.03秒
1.028839466,1.276304206,1.010860429,1.216344198,1.28920622,1.504966462,0.621663333,7340.38,2132.75,45346.92,20.46秒
1.134070179,1.316911621,1.095493556,1.17513587,1.145038643,1.555303831,0.957494357,8316.28,2246.69,54203.65,20.93秒
1.025432905,1.283220244,0.955542986,1.239870058,1.091673364,1.55537698,0.91559694,7284.02,2225.57,54028.41,20.4秒
1.017624859,1.499636433,0.921664648,1.010084556,1.185041877,1.39325789,0.758194692,4952.33,6870.43,45012.16,20.53秒
1.153651001,1.45734126,1.005011904,1.017328887,1.262889627,1.576112202,0.730646015,10862.71,2278.91,42335.43,20.1秒
1.078151365,1.278050293,0.939099894,1.234254345,1.32498913,1.309274588,0.474473014,7821.56,1664.06,40780.56,20.74秒
1.083386354,1.478091621,0.942933631,1.302922006,0.971414469,1.432978123,0.72706467,8875.44,2443.07,44072.3,20.68秒
1.06383255,1.247779998,0.904408678,1.022788902,1.239884214,1.382043211,0.317210547,6918.55,2113,37128.27,20.77秒
1.049743999,1.429947011,1.031179532,1.396790963,1.107637578,1.505675242,0.420139908,10107.76,1773.47,35444.03,20.62秒
1.034447547,1.372659655,1.016779639,1.289252335,1.149326263,1.604839184,0.141591957,8577.84,2189.22,29342.78,20.7秒
1.123710625,1.319588196,0.939600576,1.209507525,1.102180674,1.359611565,0.796320595,7976.07,2359.02,49006.02,20.91秒
1.112614384,1.29058686,1.082740773,1.015537299,1.285032843,1.470240394,0.992767266,7469.33,2254.76,56462.17,20.58秒
1.169692999,1.370224662,1.134496516,1.054390967,1.234767283,1.27711756,0.484170745,4403.57,5959.12,40645.28,20.62秒
1.015032838,1.334996255,0.9036497,1.119304579,0.971685285,1.28462495,0.180782701,5329,3600.37,32201.87,21.65秒
1.116643526,1.450149404,0.920632213,1.430911421,1.137366583,1.501009502,0.699629743,10841.28,1759.72,40885.36,21.0秒
1.1504252,1.456004586,0.940516262,1.227799299,1.169783078,1.345508045,0.703423455,8910.95,3094.11,44939.04,20.97秒
1.128617021,1.365081538,1.031246042,1.147759405,1.287080507,1.27276669,0.120887921,6800.06,3517.4,29450.66,20.74秒
1.034013881,1.26801563,0.906525367,1.070085761,1.032094253,1.270799142,0.600260964,6588.39,2392.16,45487.8,21.41秒
1.04305089,1.352519665,0.93892519,1.290675973,1.141086908,1.471209396,0.180128655,8673.72,1844.66,30500.49,20.47秒
1.145915896,1.428862477,1.00139716,1.134559628,1.208947946,1.545770797,0.879910603,10401.61,2102.28,46922.8,20.0秒
1.037082917,1.349272948,0.915612077,1.063914808,1.141595803,1.514564315,0.758420612,8401.76,2312.95,46902.91,20.76秒
1.166988117,1.410954314,0.970282889,1.169148146,1.32555974,1.553993522,0.620338233,10460.92,2099.42,40830.39,20.29秒
1.144918132,1.385929091,1.008346111,1.198981113,1.079133943,1.438038877,0.653674006,9339.51,2192.15,42532.86,20.68秒
1.090798437,1.498312389,0.921127329,1.398009692,1.256912489,1.488794373,0.012828773,9817.93,1706.97,24672.04,20.54秒
1.04764702,1.393922822,0.932511076,1.306349355,1.073904622,1.56832233,0.343284984,9445.65,2089.39,34435.1,20.5秒
1.129318372,1.348009045,0.963686365,1.038774521,1.244267883,1.52841236,0.085825542,9103.94,2343.03,27595.35,20.29秒
1.034042686,1.244393315,0.903757785,1.037323373,0.912805278,1.391562986,0.011427122,4101.52,1664.46,29761.32,21.1秒
1.147366433,1.322970068,0.919694631,1.005937529,1.093722273,1.325824105,0.911507416,7074.25,3163.88,52472.31,20.72秒
1.091126233,1.378897824,0.973247524,1.234927313,1.053674301,1.413030415,0.217036163,8716.59,2338.14,30852.66,20.93秒
1.163291961,1.239204092,1.012920609,1.094351384,1.065453074,1.550281158,0.576162371,6521.68,2609.26,46026.84,20.8秒
1.123804122,1.438838896,1.018483336,1.315852046,1.198567914,1.460723103,0.149758052,10589.41,1751.4,27577.99,20.53秒
1.193146142,1.425310485,0.923111246,1.020597182,1.241669092,1.144649927,0.989646695,2401.56,4503.35,64266.46,20.86秒
1.108751418,1.263287883,0.930323146,1.117324982,1.121482641,1.238114688,0.889464041,5765.06,2886.03,55979.85,21.02秒
1.129657885,1.49722944,0.95559738,1.223966458,1.172793787,1.333961229,0.097502737,9033.42,2914.2,27485.92,21.38秒
1.018657334,1.469108985,0.95778335,1.204274076,1.116003633,1.540286519,0.549016689,9916.08,2045.74,38454.82,21.15秒
1.020869603,1.200683484,0.983447321,1.003744245,1.048995649,1.528648237,0.704840383,5204.76,2727.83,51869.21,21.14秒
1.199711671,1.22587673,0.979053051,1.028087485,1.176597698,1.508986094,0.77272273,5980.8,2516.53,53243.94,21.02秒
1.171280998,1.275456042,1.05116581,1.16748216,1.135595563,1.525616197,0.248552217,7778.22,2248.15,34011.45,20.82秒
1.03997301,1.35660415,0.942432641,1.219839256,1.026067297,1.350641068,0.62516113,8005.56,2506.58,42563.14,21.64秒
1.071388247,1.420129107,1.015752746,1.356171346,1.274926307,1.5398262,0.987184552,9999.04,1853.91,50166.13,20.91秒
1.045690765,1.257991541,0.963537415,1.071238279,1.159869927,1.462894273,0.63271652,6871.24,2289.18,46908.38,20.76秒
1.161913406,1.249136397,0.929760346,1.206218013,1.097199598,1.495675238,0.090418314,6941.87,2395.93,29466.71,20.86秒
1.109474782,1.390915112,0.922168169,1.052856138,1.245479666,1.314492697,0.126697749,5642.11,5463.65,28623.8,20.6秒
1.17814449,1.463194209,1.005045723,1.181037649,1.168536798,1.33454022,0.138415974,7708.46,4263.38,28588.12,20.38秒
1.127916085,1.357952294,1.040983242,1.308478015,1.163704983,1.467019775,0.658090986,9577.11,1760.44,43987.81,20.63秒
1.142868648,1.354189032,0.983289598,1.212635529,1.199563052,1.456817741,0.506973959,9454.25,1840.64,38922.63,20.49秒
1.162830197,1.375838473,0.91144477,1.204135349,1.194461197,1.332815601,0.649545892,8399.12,3008.06,44284.36,20.49秒
1.054407344,1.203170526,1.004602863,1.028583758,1.141474863,1.114059925,0.69501907,2270.11,3080.11,55496.69,21.06秒
1.155489605,1.22539864,1.046387844,1.142344735,1.093118497,1.494498558,0.628285171,6412.26,2296.46,48888.22,20.81秒
1.16448992,1.373817403,0.925567613,1.22543679,1.09087594,1.311133185,0.787145715,7730.6,3098.25,48540.82,20.45秒
1.062483675,1.27994522,0.981081514,1.168278891,1.247750597,1.632344407,0.204119679,7558.68,2589.74,32268.79,20.47秒
1.157243205,1.496801457,0.94356633,1.06929369,1.166412183,1.326570603,0.26482663,5304.22,6590.94,32530.69,20.36秒
1.134895843,1.385746046,1.07861102,1.071049271,1.158223612,1.496224697,0.230044184,9760.11,2092.97,30488.76,20.56秒
1.180352659,1.238950434,1.104450862,1.090265245,1.18302068,1.146711973,0.640757835,4411.14,2110.45,51738.13,21.22秒
1.031431457,1.371113717,0.911632161,1.018738419,1.171890456,1.237200769,0.691586231,3370.02,5905.73,48838.71,20.97秒
1.09831588,1.216600102,0.9235005,1.039677549,0.982658426,1.135326256,0.985569081,2612.55,3237.16,64528.69,20.88秒
1.173272727,1.230504745,1.074765491,1.07859975,1.153144731,1.566377761,0.131849934,6497,2613.44,31723.13,20.74秒
1.023300894,1.225659977,1.004952978,1.130908008,1.215963568,1.201008868,0.093534831,5761.53,2038.61,30884.42,20.64秒
1.156420527,1.345421409,1.021320061,1.302952651,1.243783877,1.408691646,0.338144456,9501.44,1654.27,34448.5,20.27秒
1.086732996,1.388139438,0.943440647,1.254048168,1.187473024,1.579851098,0.973070604,9586.7,2161.2,51553.39,20.39秒
1.179703097,1.365282339,0.927359978,1.187825115,1.275676926,1.469213763,0.110217643,9775.16,1836.12,27161.74,20.41秒
1.101821,1.289968698,1.009606411,1.108681991,1.192596644,1.576945525,0.49538966,7880.95,2491.66,41271.82,20.34秒
1.19314309,1.402226103,1.028721672,1.148330573,1.148571771,1.306539739,0.386925995,6855.88,4286.24,36489.31,20.63秒
1.157810231,1.36922546,0.906879949,1.294344134,1.147672209,1.575252519,0.483960986,9107.24,2755.38,37814.36,20.24秒
1.122719703,1.318736095,0.904209077,1.098018697,1.103915699,1.405170961,0.015281175,7405.02,2959.86,25835.96,20.77秒
1.051492027,1.462807519,0.975613096,1.04804281,1.211391851,1.153024246,0.56358537,3838.23,3847.83,48748.68,20.7秒
1.147822797,1.256145382,0.999304217,1.09551243,1.112560518,1.254767999,0.524513403,6562.65,2338.39,43312.86,20.8秒
1.165933773,1.306147702,1.034747795,1.074181805,1.244823269,1.283727885,0.780326999,5773.31,4147.16,50626.25,20.42秒
1.113587074,1.311786561,1.048346768,1.228194176,1.170640467,1.572794974,0.079359064,8622.33,2214.69,27960.98,19.92秒
1.167460562,1.328707556,0.900142133,1.237550511,1.293667422,1.50299341,0.845369873,8799.52,1935.65,50584.66,20.4秒
1.057470884,1.27789487,0.953734005,1.114575532,1.160605144,1.245468909,0.522122578,6098.5,3036.23,43222.2,20.48秒
1.102215742,1.218558342,0.915633748,1.078631834,1.211522804,1.148556749,0.003220994,4297.89,2448.02,29172.37,20.64秒
1.073849628,1.296123461,0.959604678,1.205281428,1.026762948,1.362453795,0.318343587,7492.63,2119.93,35940.82,20.76秒
1.094613428,1.306929593,1.059502016,1.22073477,1.265257196,1.402769201,0.381075568,8551.72,1805.4,37367.33,20.32秒
1.110303345,1.250383805,1.054697613,1.056824992,1.301549331,1.556106915,0.696622521,6797.06,2621.91,49922.54,20.21秒
1.199510324,1.439593935,1.090700058,1.382279073,1.303733806,1.475040473,0.363927732,11367.71,1620.85,32861.64,20.32秒
1.122172271,1.361064842,1.014474524,1.224597695,1.216713102,1.515368276,0.813681113,9440.86,2017.4,48257.71,20.22秒
1.120626857,1.42390918,0.945519966,1.088899449,1.149286488,1.615342911,0.513283242,10154.19,2508.02,37497.96,20.26秒
1.16987646,1.421455802,1.048259172,1.033374434,1.279215749,1.200207816,0.708140926,3174.76,5557.89,51680.87,20.62秒
1.157481546,1.253683884,1.022954957,1.074506412,1.270239544,1.17778427,0.960001728,3903.8,3336.31,61352.02,20.93秒
1.035780756,1.381711826,0.907087813,1.291285498,1.198624799,1.470796346,0.708343231,9218.89,1875.99,44498.83,20.72秒
1.149359246,1.46520704,0.977861976,1.407682954,1.094781794,1.530968498,0.708617325,10234.98,2632.93,41377.84,20.76秒
1.05855876,1.498409147,0.962888642,1.141788714,1.291113333,1.372597666,0.951032865,7060.56,4903.78,50542.11,20.34秒
1.053932189,1.451911626,0.91697053,1.000671169,0.937696632,1.606437647,0.040194671,5960.68,2177.26,28521.1,20.52秒
1.066716478,1.236764088,0.951759206,1.082047851,1.057777231,1.517687749,0.692771418,6242.23,2660.05,50026.77,20.97秒
1.163526433,1.405324086,0.917147208,1.12210316,1.143148344,1.535469093,0.014402655,8354.27,3635.31,24295.66,20.21秒
1.03587962,1.220385346,0.935854549,1.096974928,1.162381228,1.247758687,0.182232971,6187.79,1797.78,33661.45,20.83秒
1.028522759,1.411215741,0.940847029,1.139796841,0.983977044,1.154464579,0.339976921,6505.65,946.01,40205.04,20.91秒
1.061747385,1.222318263,0.976034313,1.010920268,1.129259724,1.396207462,0.169862862,6250.76,2206.76,33158.04,20.55秒
1.031777746,1.441434938,0.953132008,1.05721842,1.154819922,1.213218109,0.061803232,4608.71,4518.66,29383.86,20.48秒
1.164857242,1.380833806,0.986270348,1.068166034,1.107425247,1.172359073,0.472756932,4229.88,3658.59,44435.27,20.43秒
1.0567813,1.455277649,0.92555828,1.068734079,1.120926184,1.526750208,0.41671926,10131.74,2164.84,35142.36,20.68秒
1.123861203,1.467984924,0.933032638,1.191558515,1.287092769,1.431743439,0.760407433,9253.32,3686.86,43354.48,20.05秒
1.076166943,1.445270879,0.923734054,1.369794221,1.051100257,1.542219614,0.456655122,9448.53,2893.65,36616.86,20.59秒
1.062566543,1.498751655,0.96434018,1.157384164,1.148180723,1.444133381,0.91990516,8152.63,4499.01,47455.24,20.62秒
1.006927814,1.414395061,0.93681961,1.054977501,1.10651479,1.375266383,0.916949763,6204.21,4804.97,50269.29,20.98秒
1.020212126,1.28319866,0.969366279,1.14298707,1.187885825,1.272739678,0.43566225,6905.27,2313.33,39973.03,20.88秒
1.094639901,1.377767391,0.903389657,1.158657231,1.124346521,1.512993145,0.106886144,9236.82,2096.74,27635.49,21.53秒
1.185653904,1.233784432,1.031543592,1.124949827,1.213121497,1.267264085,0.06431444,6776.26,1747.5,29373.32,20.72秒
1.163805929,1.295735325,1.049186816,1.225548814,1.132436321,1.599978464,0.813937184,8008.83,2392.48,51205.35,20.69秒
1.067148745,1.31852077,0.929038435,1.009200335,1.190311105,1.271218472,0.327438962,4634.05,5355.67,36028.48,21.66秒
1.163826725,1.435718895,0.904412875,1.202925455,0.955547146,1.315829242,0.592418568,6652.38,3170.6,43273.22,21.26秒
1.001851521,1.424089359,0.906672415,1.190621905,1.043047958,1.529348161,0.281564523,8697.88,2140.69,32896.8,21.32秒
1.110420139,1.417491198,0.985633528,1.082760955,1.069434727,1.53340992,0.998850975,9289.08,2673.33,51125.59,21.16秒
1.095375631,1.491660574,1.011358261,1.34444368,1.235296026,1.485871624,0.828719321,11158.03,2053.78,44561.65,21.04秒
1.030512435,1.277152878,0.945706558,1.140718661,1.264519453,1.250290555,0.224771143,6607.82,2488.78,33986.91,66.62秒
1.017696265,1.390321089,0.979648188,1.340222196,1.108670282,1.497774344,0.751847796,9169.44,1879.13,45530.84,21.12秒
1.151133928,1.204337489,1.020003745,1.012246649,1.087310849,1.514133806,0.704298616,5459.94,2663.82,52413.07,20.74秒
1.000824025,1.323525944,0.910636249,1.1872805,1.280104011,1.370755079,0.210831312,7651.11,1860.64,32643.92,21.03秒
1.102894681,1.250746855,1.018650307,1.215278557,1.114298443,1.43209015,0.93742584,6906.87,1893.25,57289.61,20.68秒
1.151289396,1.457807772,0.927886434,1.068321138,1.09435689,1.444788335,0.721574986,7838.66,4799.23,41880.02,21.02秒
1.08843372,1.483433839,0.963551421,1.140715588,1.16431,1.506255663,0.138163259,10256.37,2101.34,27596.9,20.85秒
1.079408463,1.458226478,0.96875129,1.146445272,1.175026815,1.212408799,0.047567924,7090.51,2340.61,29039.95,20.73秒
1.041322231,1.241514801,0.945914878,1.231582283,1.212041201,1.584618267,0.873046562,6617.24,2369.18,55550.42,20.68秒
1.165842213,1.24164994,1.06697363,1.006836161,1.328029949,1.512308684,0.531572265,6476.43,2604.02,44222.88,20.55秒
1.087186997,1.346160452,0.965249408,1.184419088,1.297708699,1.413323437,0.165165274,8962.74,1831.3,29778.69,20.52秒
1.148653518,1.24994581,0.918029821,1.043578519,1.018162264,1.473040628,0.76652181,5862.12,2892.41,51001.08,21.1秒
1.132348156,1.245816643,0.986488859,1.10725198,1.230061518,1.430255907,0.367876762,6934.55,2072.22,38643.51,20.65秒
1.160279363,1.28680848,1.071786931,1.015426899,1.133778522,1.333434069,0.85736646,7548.94,1938.99,52768.91,20.69秒
1.053498098,1.496822369,0.901035322,1.19368942,1.026738888,1.35946881,0.799856754,6856.59,4774.08,47013.84,20.8秒
1.096072344,1.401486043,1.018378231,1.203814457,1.10729178,1.425399434,0.383764696,9965.89,1939.75,34860.7,20.83秒
1.182608612,1.400593977,0.913440077,1.159851749,1.257094066,1.569756063,0.343932057,10313.38,2157.65,33560.36,20.47秒
1.07465661,1.202157315,0.970994241,1.018763593,1.206562278,1.48817832,0.256955225,5668.27,2554.16,37006.27,20.85秒
1.072331479,1.219416359,0.970368758,1.075019325,1.244671363,1.603697253,0.661447336,5972.49,2793.07,49754.73,20.91秒
1.16527878,1.438693247,0.975936045,1.298820828,1.16669983,1.49606592,0.654593586,10893.61,2025.33,41019.68,20.75秒
1.195387839,1.388569945,1.120901739,1.028314994,1.246380547,1.393184401,0.19285866,9744.6,2299.33,29379,20.59秒
1.172864507,1.450740536,1.020905084,1.178474864,1.270023972,1.483467343,0.160699669,11052.71,1894.06,27361.68,20.85秒
1.112346619,1.456603565,1.02288897,1.02001881,1.278558917,1.632995471,0.467937035,10498.66,2612.37,35708.88,20.72秒
1.084651725,1.374390952,0.928810832,1.085767275,1.201918746,1.576667442,0.583717952,9205.33,2422,40703.14,20.62秒
1.130357421,1.451299146,0.956177011,1.15412567,1.089184751,1.488058438,0.17176416,9039.7,3188.36,28249.9,20.86秒
1.067685143,1.330138634,0.90476006,1.054675705,1.17552805,1.163494803,0.156253678,3806.2,3811.9,33952.36,21.19秒
1.157043357,1.325124407,1.068013659,1.078794259,1.262549006,1.327826899,0.135657711,8673.04,2110.99,29048.32,20.8秒
1.09437642,1.374962519,1.049550644,1.221146092,1.254670313,1.588763882,0.635251716,9529.8,2212.24,42178.02,20.6秒
1.116405809,1.226412455,1.027905683,1.023984044,1.152153965,1.507660788,0.993963138,5836.82,2577.81,61047.48,20.97秒
1.193678425,1.291033573,0.924286697,1.224751546,1.254412214,1.471285085,0.03987696,8296.63,1898.48,27030.05,20.54秒
1.08155927,1.247531991,1.013136041,1.026211332,1.172754647,1.327687152,0.628511568,6797.9,1933.03,47193.62,21.01秒
1.112736216,1.476122901,0.93078788,1.165324193,1.089988403,1.468624475,0.224309804,8850.2,3809.52,29572.23,21.03秒
1.177015057,1.212290045,1.038863828,1.146768054,1.235787048,1.379239823,0.742935521,5959.41,1922.63,53066.12,20.84秒
1.04211626,1.367488344,0.964088735,1.099099305,1.185256078,1.502097713,0.466392623,8945.85,2186.06,38462.9,20.82秒
1.088703567,1.36434287,0.916337799,1.000966211,1.104461835,1.472014847,0.540409601,9019.49,2269.24,39672.47,20.87秒
1.082122273,1.444270756,0.90296482,1.220905538,1.274075039,1.305985216,0.128971348,8685.34,2421.31,28963.31,20.54秒
1.020941314,1.397631812,0.974146583,1.000182562,1.257428941,1.158458492,0.374032851,2263.06,5392.6,41874.29,21.11秒
1.131816965,1.367416774,0.909421052,1.246628128,1.328441826,1.623691124,0.965987803,9453.58,2278.3,52267.52,20.83秒
1.116340719,1.205820112,0.977516504,1.104266376,1.080277742,1.565031658,0.668076498,5649.88,2648.16,50589.46,20.8秒
